entry_name,found_name,accepted_name,base_de_dados,familia,pais,year,month,day,lat,long,Coord_SPL_Mun
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1975,12,12,-27.38,31.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1975,12,18,-27.38,31.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1975,2,26,-25.63,26.63,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1975,2,28,-25.63,28.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1975,9,1,-19.18,147.02,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1976,1,13,-30.9,153.05,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1976,1,19,-24.88,30.63,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1976,12,2,-26.63,27.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1976,2,15,-27.38,32.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1976,2,19,-28.38,27.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1976,3,12,-27.92,153.25,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BR,1976,4,1,-11.53,-38.12,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BS,1976,6,7,22.65,-73.87,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BS,1976,6,7,22.66,-73.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1977,11,27,-25.13,27.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1977,11,29,-25.13,27.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1977,11,30,-25.13,27.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,NC,1977,12,31,-20.83,164.47,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1977,2,10,-12.58,132.42,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BS,1977,6,4,22.79,-74.23,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1978,4,6,-21.08,148.42,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1979,11,13,-25.63,28.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1979,11,16,-25.63,28.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1979,1,8,-23.88,29.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1979,3,5,-26.88,27.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,PR,1980,12,22,18.24,-65.64,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ST,1980,1,26,0.4,6.62,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1980,12,7,-28.88,29.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1980,2,11,-23.75,150.58,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1980,4,1,9.58,-4.08,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BZ,1980,9,20,17.35,-88.55,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,NC,1981,,,-20.45,164.2,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1981,10,18,-28.38,31.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,VE,1981,11,27,10.02,-64.22,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1981,11,30,-25.47,151.87,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,NC,1981,12,18,-20.55,164.27,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,NC,1981,12,18,-20.58,164.28,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1981,12,28,-28.35,152.72,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1981,5,5,-22.82,150.68,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1981,5,5,-22.82,150.69,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1981,7,5,-19.92,145.74,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,PR,1981,8,11,18.32,-65.82,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1982,,,-25.47,151.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,WF,1982,10,17,-13.28,-176.21,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,WF,1982,10,3,-13.3,-176.21,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1982,1,13,-28.63,31.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,UG,1982,11,6,0.37,32.58,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1982,1,19,-26.63,27.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,MX,1982,5,17,17.55,-92,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,WF,1982,6,17,-13.2,-176.2,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,WF,1982,6,7,-13.28,-176.21,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,PR,1983,11,8,18.47,-66.44,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1983,12,30,-29.62,152.72,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1983,1,27,-26.01,150.98,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1983,1,27,-26.02,150.98,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1983,1,7,-25.38,29.63,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1983,2,22,-25.63,28.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1983,3,31,-26.38,27.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,DO,1983,9,2,18.52,-70.93,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,MX,1983,9,24,20.36,-87.33,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1984,11,5,-27.13,29.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1984,4,18,-29.82,153.27,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1984,4,18,-29.82,153.29,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,VE,1984,6,15,10.33,-67.32,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,PG,1985,11,28,-4.07,144.07,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1985,11,8,-20.16,149.03,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1985,1,9,-25.38,30.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1985,3,21,-26.49,152.93,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1985,4,15,-19.32,146.75,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BR,1985,4,17,-10.92,-37.1,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1985,5,30,-23.17,150.78,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,NI,1985,6,2,12.03,-85.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1985,9,6,-26.37,153.1,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1985,9,6,-26.37,153.11,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1986,10,16,-29.13,31.63,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1986,12,10,-31.38,29.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1986,12,13,-31.38,29.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1986,12,18,-24.13,30.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1986,12,6,-20.85,148.93,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1986,12,6,-20.86,148.94,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1986,3,4,-32.63,26.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1986,3,5,-26.88,29.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1986,4,16,-26.38,153.1,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1986,4,16,-26.41,153.14,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1986,4,16,-26.55,153.1,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1987,10,19,-29.88,30.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1987,1,1,-26.38,153.09,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1987,11,10,-23.17,150.93,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1987,11,12,-23.19,150.98,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1987,11,12,-23.22,150.98,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1987,11,14,-23.16,151.08,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1987,11,18,-23.31,150.93,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1987,11,18,-25.88,28.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BR,1987,11,19,-19.38,-57.42,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1987,11,23,-30,153.17,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1987,1,1,8.7,-3.85,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1987,1,1,8.72,-3.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1987,1,1,8.73,-3.82,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1987,1,1,8.73,-3.83,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1987,1,1,8.75,-3.8,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1987,1,1,8.75,-3.82,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1987,1,1,9.27,-4.17,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1987,2,27,-27.13,30.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1987,3,21,-14.1,132.05,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,NC,1987,3,24,-21.6,166.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TZ,1987,5,11,-4.92,38.62,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1987,8,30,-23.07,150.91,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1987,9,19,-29.12,31.58,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1987,9,19,-29.13,31.63,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1988,12,2,-24.13,30.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1988,2,28,-12.62,131.12,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1988,3,31,-17.92,144.08,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,EC,1988,6,5,0.72,-78.22,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,EC,1988,6,7,0.72,-78.25,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,VE,1988,9,19,9.07,-69.73,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,1,1,-22.97,149.86,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,1,1,-23.02,150.23,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,1,1,-23.2,150.67,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,1,1,-23.21,150.68,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,1,1,-23.97,150.22,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,1,1,-26.24,152.36,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,1,1,-26.26,152.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,11,5,-23.08,150.28,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,11,5,-23.09,150.29,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,1,29,-16.7,136.47,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,3,16,-26.46,152.48,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,3,27,-20.92,149.42,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,3,27,-20.92,149.43,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,4,1,-20.94,149.43,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,6,16,-31.64,152.85,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1989,6,16,-31.65,152.83,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1990,1,17,5.82,-0.28,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1990,1,1,8.7,-3.85,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1990,1,1,8.72,-3.85,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1990,1,1,8.72,-3.98,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1990,1,1,8.73,-3.82,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1990,1,1,8.73,-3.83,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1990,1,1,9.27,-4.18,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1990,1,3,-20.93,149.44,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,MG,1990,2,19,-24.93,46.67,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,UG,1990,4,13,0.37,32.58,
